24 Hour Soul Food Express,36.11720739,-115.0883292,3
The Marketplace,36.1400616,-115.1611066,3
Lucky Streak at LAS,36.0839998,-115.1537389,3
PT's,36.13022154,-115.119842,3
L & L Hawaiian BBQ,36.1157101,-115.1373693,3
Feast Buffet,36.1427819,-115.1747468,3
Cafe Verdi,36.1308989,-115.1907847,3
Port of Subs,36.1300453,-115.1784278,3
Tao Nightclub,36.122643,-115.170356,3
Panera Bread,36.16327885,-115.2891617,3
Carl's Jr Restaurants,36.1262617,-115.2070164,3
Mimi's Cafe,36.1576912,-115.2918796,3
Express Pizza,36.0412748,-115.1540498,3
LavAzza,36.1143212,-115.1708662,3
Jack in the Box,36.19515934,-115.0300752,3
The Grill,36.1678145,-115.1415101,3
L & L Hawaiian Barbecue,36.1612611,-115.3332232,3
Chayo Mexican Kitchen + Tequila Bar,36.117735,-115.171714,3
Big Horn Cafe,36.3037622,-115.6796317,3
Panda Express,36.281315,-115.287263,3
Best Of The Best DJ's,36.0552657,-115.2418494,3
Roberto's Taco Shop,36.1584264,-115.2920481,3
The Bar-Lounge At Urban Turban,36.1181114,-115.1542209,3
Pink's Hot Dogs,36.109413,-115.172353,3
Gilley's,36.12398794,-115.1706583,3
Subway,36.055414,-115.241332,3
Godfathers Pizza,36.381974,-114.896954,3
Ori'Zaba's Scratch Mexican Grill,36.01304612,-115.1364096,3
Canter's Las Vegas,36.168389,-115.285329,3
Subway,36.08852615,-115.1734296,3
Memphis Championship Barbecue,36.0577242,-115.1225863,3
China One - South Durango,36.1174457,-115.2790272,3
Le Cafe Ile St. Louis,36.1123576,-115.1702214,3
Buca di Beppo Italian Restaurant,36.19721783,-115.2641317,3
Pizza Hut,36.14528749,-115.2950039,3
Liquid Pool Lounge,36.10674754,-115.1786891,3
Pizzeria Francesco's,36.124746,-115.172075,3
Auntie Anne's Soft Pretzel,36.172259,-115.1963237,3
Smashburger,36.118153,-115.187152,3
Baja Miguel's,36.0116878,-115.1757977,3
Village Pub and Grill,36.08400027,-115.153739,3
Rikki Tiki Sushi,36.13620483,-115.1514109,3
New York Bagel Bakery,36.1617046,-115.1734184,3
Olive Garden Italian Restaurant,36.1596477,-115.331415,3
The Memory Thai,36.1292009,-115.0875234,3
Feast Buffet,36.1337103,-115.0850568,3
8th Ave Pizza,35.9829421,-115.1903878,3
Macayo's Mexican Restaurant,36.1434972,-115.2707372,3
Subway,36.0198631,-115.2704078,3
Ketchup Premium Burger Bar,36.10994931,-115.1687445,3
Roberto's Taco Shop,36.14107966,-115.1193114,3
Times Square To Go,36.175,-115.136389,3
Home-Made Ice Cream,36.1298994,-115.190887,3
Auntie Anne's,36.08159339,-115.1380271,3
PT's,36.06804227,-115.2975154,3
Steak & Spud Factory,36.1259335,-115.1352534,3
Grand Cafe,36.14262572,-115.1749536,3
JJ's Boulangerie,36.112821,-115.17013,3
PT's,36.0718066,-115.0991547,3
Einstein Bros,36.1056907,-115.1368546,3
Sonic Drive-In,36.07834,-115.101509,3
Subway,36.1051256,-115.1752326,3
Subway,36.2393761,-115.2267749,3
Subway,36.1948256,-115.2055627,3
Taco Time,36.043512,-115.186375,3
Einstein Bros,36.1161424,-115.2424708,3
The Lodge Tenaya,36.26419,-115.25249,3
Binion's Cafe,36.1715474,-115.144279,3
Sonic Drive-In,36.1435161,-115.2330284,3
Popeyes Louisiana Kitchen,36.1035296,-115.1723424,3
Rubio's,36.052392,-115.1690207,3
Wingstop,36.1002514,-115.2098938,3
Carl's Jr.,36.1150195,-115.1196411,3
PT's,36.01282854,-115.1337813,3
Auntie Anne's,36.1378447,-115.1654364,3
Grand Bazaar Shops,36.1140948,-115.1719891,3
Krazy Buffet,36.2174113,-115.2427036,3
McDonald's,36.1476947,-115.1563056,3
Subway,36.14286834,-115.1751612,3
Del Taco,36.04017868,-115.1918763,3
Streets of New York,36.2985157,-115.2799828,3
Del Taco,36.0207309,-115.1210863,3
Chiamaka Food,36.0987437,-115.1360224,3
Medley Buffet,36.10272319,-115.2025938,3
Buffet Asia,36.1447569,-115.242249,3
Carl's Jr And Green Burrito,36.1301701,-115.1374141,3
Port of Subs,36.2006158,-115.2799579,3
Sonic Drive-In,36.116176,-115.19734,3
Tacos El Nopal,36.0868542,-115.1961927,3
Sorrento Pizza,36.1809428,-115.2413137,3
Flavors The Buffet,36.11992826,-115.172435,3
Snacks,36.11382484,-115.1755528,3
Memphis Championship Barbecue,36.2397652,-115.0566968,3
Citizens Kitchen and Bar,36.091726,-115.176646,3
Tipicos Centro America Restaurant,36.1947029,-115.0632463,3
Golden Cake,36.0998549,-115.0766815,3
Sports Deli,36.1018972,-115.1717762,3
Lucky's Lounge,36.2981172,-115.270739,3
Subway,36.03805,-115.1967368,3
Jimmy John's,36.16118077,-115.3336107,3
2nd Annual Asian Food Festival,36.041673,-115.184999,3
LJ Filipino Restaurant and Pub,36.02871328,-115.1357471,3
San Gennaro Burger,36.1226902,-115.1701939,3
China One,36.09944318,-115.1176201,3
Tacos N' Ritas,36.1011972,-115.1724261,3
Kapit Bahay,36.125902,-115.195127,3
Pho Vietnam Restaurant,36.1253808,-115.1959803,3
The Lodge at Grand Teton,36.306602,-115.2772369,3
Timbers - Durango,36.2890998,-115.2884782,3
Taco Bell,36.14168381,-115.136417,3
DJT,36.129522,-115.172779,3
Track Lounge,36.0858828,-115.149411,3
Robertos Taco Shop,36.14530172,-115.0478923,3
Red Sushi,36.17015064,-115.1447884,3
Domino's Pizza,36.277855,-115.288323,3
Tasty Island Jamaican Restaurant,36.11492325,-115.2413547,3
Three Angry Wives,36.1593779,-115.2881423,3
Macayo Vegas,36.1592393,-115.1261371,3
Dickey's Barbecue Pit,36.27993091,-115.206377,3
Nathan's Famous,36.132468,-115.155494,3
The Rockhouse,36.122736,-115.170273,3
Cabo Mexican Restaurant,36.132771,-115.085169,3
Asada's Tacos,36.170125,-115.141972,3
Rivas Mexican Grill,36.15962,-115.2425364,3
Starbucks,36.0990448,-115.1704519,3
Margarita Grille,36.1364308,-115.1523363,3
Auntie Anne's,36.1277253,-115.1744147,3
McDonalds,36.1022543,-115.1699583,3
Goose Island Pub,36.1100828,-115.1538714,3
Bogey's Bar & Grill,36.2631315,-115.2655165,3
McDonald's,36.2626038,-115.2499399,3
Chipotle Mexican Grill,36.1107901,-115.1714113,3
Orange Julius / Dairy Queen,36.1272241,-115.1715512,3
Brother's Italian Bistro,36.240299,-115.2499187,3
Hong Kong Garden Seafood & BBQ Cafe,36.1271853,-115.2250113,3
Aztec Inn,36.1461136,-115.1564612,3
Amazing Thai 2,36.0533813,-115.2795528,3
The Blue Skillet Family Restaurant,36.159189,-115.127554,3
Subway,36.1181159,-115.1543551,3
Little Dumpling,36.279407,-115.206454,3
The Lodge Cactus,35.9989125,-115.2037393,3
Carl's Jr.,36.2384706,-115.209366,3
Roberto's Taco Shop,36.06512762,-115.1190859,3
Peking-Express Restaurant,36.2170592,-115.0921264,3
Fatburger,36.1564004,-115.3335562,3
Red Lobster,36.1716652,-115.2066306,3
Sidewalk Cafe,36.1190699,-115.1564608,3
Life Cafe,36.15815114,-115.3277725,3
Buffalo Wild Wings,36.1120909,-115.3142768,3
The Deli at Eastside Cannery,36.1079011,-115.0563724,3
Blizz Frozen Yogurt - Bally's Hotel & Casino,36.11432186,-115.1708663,3
Kopper Keg Lounge,36.0290393,-115.1193516,3
Taco Bell,36.02074197,-115.2690527,3
Aloha Kitchen,36.04169897,-115.1354851,3
Taco Bell,36.12974,-115.06516,3
Ocean One Bar and Grille,36.108854,-115.170512,3
Robertos Taco Shop,36.23747671,-115.2312954,3
Dae Jang Keum Korean BBQ & Tofu Restaurant,36.12586988,-115.1923266,3
La Salsa,36.1107901,-115.1714113,3
Kimchi Korean Bbq,36.1316722,-115.1642599,3
Taco Bell,36.158862,-115.318343,3
Vince Neil's Tatuado EAT DRINK PARTY,36.13711223,-115.1633105,3
Johnny Rockets,36.114019,-115.167687,3
Haute Doggery,36.11737,-115.171964,3
Quiznos,36.2777739,-115.2883157,3
Einstein Bros Bagels,36.05746753,-115.1207419,3
Beach Café,36.09900773,-115.1714109,3
Paradise Cantina,36.10882105,-115.1511756,3
Brightside Breakfast & Burgers,36.1720776,-115.1468298,3
Cypress Street Marketplace,36.1162194,-115.1745719,3
New Grand China,36.3004468,-115.2811457,3
Oyster Bay Seafood,36.10877322,-115.1702363,3
PKWY Tavern,36.11580764,-115.3062742,3
IHOP,36.240972,-115.057918,3
Johnny Rockets,36.12769353,-115.1732654,3
PBR Rock Bar & Grill,36.109159,-115.171998,3
Jack In the Box,36.22021297,-115.2780137,3
La Original Michoacana,36.1443695,-115.0623152,3
Farmer Boys,36.1588115,-115.2072854,3
Marie Callender's Restaurant & Bakery,36.1435013,-115.2695428,3
Social Table,36.1144832,-115.1948136,3
Rice & Company,36.095927,-115.175779,3
Ali Baba Cuisine,36.0292843,-115.1162048,3
Dick's Last Resort,36.0994443,-115.1754685,3
Ports O' Call Buffet,36.1166353,-115.1929046,3
PT's,36.2160084,-115.2426839,3
Bentley's Bar and Grill,36.07191177,-115.1140028,3
Santorino Pizza,36.1299918,-115.2074073,3
Excalibur Pool,36.0987307,-115.175777,3
P-Dub's BBQ,36.12564421,-115.1349693,3
Durango Taco Shop,36.30247893,-115.2823526,3
Olive Garden Italian Restaurant,36.160537,-115.061661,3
Wendy's,36.1595332,-115.2896481,3
Little Dumpling,36.11594439,-115.2945959,3
Jacky Chan,36.0216326,-115.2777342,3
North End Pizza,36.2777222,-115.2863093,3
Burger King,36.1435859,-115.2815636,3
Subway,36.0765456,-115.2432137,3
Einstein Bros Bagels,36.115656,-115.300165,3
Ilopango Salvadorean Restaurant,36.1006486,-115.099351,3
Panda Express,36.1055757,-115.1380183,3
Cafe Rio,36.1044164,-115.1367601,3
El Pollo Loco,36.0996477,-115.1161258,3
Happy Wok,36.0894888,-115.2431996,3
Town Center Lounge,36.271474,-115.2606133,3
Panda Express,36.155728,-115.334217,3
Treasures Gentlemen's Club,36.140018,-115.173718,3
Popeyes Louisiana Kitchen,36.1172631,-115.2099329,3
Romano's Macaroni Grill,36.19813466,-115.2424329,3
Little Hong Kong,36.24026079,-115.0571249,3
PT's,36.0706695,-115.1302094,3
Don Tortaco Mexican Grill,36.05448709,-115.1187443,3
Tropical Smoothie Cafe,36.09846439,-115.1763073,3
Zabas Mexican Grill at the Plaza,36.1720776,-115.1468298,3
Del Taco,36.1964386,-115.2576446,3
Arby's,36.114953,-115.223163,3
Sansei Japanese Cuisine,36.1725319,-115.197258,3
Taco Bell,36.0609332,-115.2242758,3
Del Taco,36.0996345,-115.2231986,3
Pita's,36.05267754,-115.1685405,3
Asían Fresh,36.1079121,-115.1659357,3
Denny's,36.10035015,-115.2099404,3
Port of Subs,36.1606729,-115.2439171,3
Putter's Bar & Grill,36.2188349,-115.2645919,3
Sammy's LA Pastrami & Burgers,36.1000026,-115.1222548,3
Campus Commons Food Court,36.1587068,-115.2367353,3
China House,36.11455428,-115.1942572,3
Chipotle Mexican Grill,36.127275,-115.173131,3
Little Caesar's,36.12512,-115.297975,3
Panda Express,36.15766814,-115.0798114,3
Subway,36.11512921,-115.2031005,3
Potato Corner,36.06772618,-115.1774319,3
Voga,36.1163474,-115.1723373,3
Charleys Philly Steaks,36.172532,-115.1972579,3
Romano's Macaroni Grill,36.144605,-115.174916,3
The Venetian - Food Court,36.1229174,-115.1685253,3
Sourdough Cafe,36.12489145,-115.0759213,3
Pupusas La Familiar Restaurant,36.10083565,-115.0750627,3
Mama's Pizza,36.11532183,-115.1880311,3
Roberto's Taco Shop,36.240154,-115.065915,3
The Lodge Fort Apache,36.083395,-115.2972898,3
Chipotle Mexican Grill,36.29149928,-115.2873648,3
Thrifty Ice Cream,36.09857981,-115.0495758,3
Roberto's Taco Shop,36.000382,-115.1543777,3
The Grille Inside The Golden Nugget,36.1691036,-115.1441195,3
QDOBA Mexican Eats,36.10010526,-115.2099095,3
Rickenbackers Cafe,36.24203635,-115.0449223,3
Johnny Rockets,36.1212025,-115.1682999,3
Lucky's Restaurant,36.13193741,-115.1520218,3
17 South Booze & Bites,36.0596893,-115.1715273,3
Applebee's Neighborhood Grill & Bar,36.1293298,-115.1362782,3
Denny's,36.13292301,-115.1637867,3
Fremont Hotel & Casino,36.1710681,-115.145324,3
Cafe Modena,36.0573012,-115.1285587,3
Siegel's 1941,36.16884864,-115.1390386,3
Putter's Bar & Grill,36.0979449,-115.1198639,3
Rainforest Cafe,36.10887415,-115.1719566,3
Green Leaf,36.1638289,-115.1568419,3
The Lodge Hualapai,36.12736,-115.31477,3
Fuddruckers,36.10305008,-115.2025182,3
Heart Attack Grill,36.1694,-115.140782,3
TGI Fridays,36.10726771,-115.0609699,3
Sandbar,36.15328907,-115.3313892,3
Capriotti's Sandwich Shop,36.1013882,-115.2977724,3
John Cutter,36.159014,-115.351342,3
Durango Lodge,36.128902,-115.279898,3
Chipotle Mexican Grill,36.16192751,-115.0626117,3
McDonald's,36.21904235,-115.281378,3
Kabob Empire,36.1218691,-115.1696529,3
John's Incredible Pizza Company,36.122106,-115.134871,3
Panda Express,36.14435964,-115.2072256,3
The Buffet at ARIA,36.107069,-115.17764,3
Pyramid Cafe,36.0953642,-115.1758303,3
M&M Soul Food Cafe,36.14534948,-115.1560199,3
Panda Express,36.27687095,-115.207351,3
Sonic Drive-In,36.0565763,-115.2797791,3
Grill 55,36.1273341,-115.1547751,3
Del Taco,36.1436582,-115.2764331,3
Capriotti's Sandwich Shop,36.14581443,-115.3340663,3
Yong Kang Street,36.11257645,-115.1708328,3
Popeyes Louisiana Kitchen,36.2393899,-115.2510613,3
Phil's Italian Steak House,36.124571,-115.1724277,3
Roadrunner Saloon,36.18224438,-115.2602711,3
Papa John's Pizza,36.1672622,-115.2592043,3
Panda Express,36.1014914,-115.2054234,3
Tony Big's Pizza N Pasta,36.05835714,-115.2784112,3
Einstein Bros,36.1433258,-115.206316,3
Sonic Drive-In,36.2206556,-115.2160948,3
Grand China Fine Chinese Cuisine,36.2618942,-115.2476783,3
Chronic Tacos,36.11554934,-115.2982954,3
Napoli Pizza,36.17703652,-115.0638822,3
El Super,36.14567666,-115.2050033,3
Vegas Best Pizza,36.102907,-115.155708,3
Capriotti's Sandwich Shop,36.0574572,-115.120315,3
McDonald's,36.240964,-115.2502674,3
McDonald's,36.1966104,-115.2617452,3
Brewskes Bar & Grille,36.1234548,-115.2792843,3
Denny's,36.10041885,-115.1193848,3
Panda Express,36.0132581,-115.134526,3
Fin,36.12160248,-115.1744376,3
Bonanno's New York Pizzeria,36.1163675,-115.1720418,3
Panda Express,36.17244986,-115.1956491,3
Chipotle Mexican Grill,36.1440005,-115.206161,3
Chili's,36.052802,-115.171496,3
Sundance Grill,36.04206201,-115.1834151,3
McDonalds,36.175294,-115.2239564,3
Port of Subs,36.0718988,-115.0941131,3
Wienerschnitzel,36.21736009,-115.2130617,3
El Diamante Restaurant,36.159238,-115.110456,3
Burger King,36.1337103,-115.0850568,3
Port of Subs,36.1293291,-115.1114772,3
Jimmy John's,36.239558,-115.114848,3
Papa Murphy's,36.30136071,-115.2821881,3
Port of Subs,36.2409489,-115.1592072,3
Del Taco,36.27384526,-115.2681747,3
Painted Desert Golf Club,36.2620095,-115.2577668,3
Don Tortaco Mexican Grill,36.01469444,-115.154298,3
Pancho's Mexican Food,36.24669649,-115.2091723,3
Jack In The Box,36.0419347,-115.1202268,3
Magnolia's Veranda,36.170384,-115.1439296,3
Carnegie,36.120578,-115.173653,3
Mr Chow,36.11613586,-115.1765209,3
Wingstop,36.11790839,-115.1371387,3
Domino's Pizza,36.1972759,-115.2231899,3
The Restaurant at Platinum,36.1138052,-115.1630001,3
Chophouse & Brewery,36.08588501,-115.137502,3
Angelina's Pizzeria - Cheyenne,36.2187596,-115.2645776,3
Mimi's Cafe,36.28286913,-115.2871548,3
Carl's Jr.,36.084465,-115.119349,3
Buca di Beppo,36.11494373,-115.1518317,3
Jalapeno Grill,36.1588302,-115.2111651,3
Denny's,36.16991424,-115.1411766,3
Panda Express,36.141812,-115.119151,3
Cicis,36.15800652,-115.2001382,3
Sophia's Pizzeria,36.1287425,-115.1980492,3
Buffalo Wild Wings,36.10840219,-115.1716534,3
Teriyaki Madness,36.1440204,-115.2971864,3
PT's Gold,36.12664021,-115.1995477,3
Taco Bell,36.099964,-115.224125,3
Cleo's Team Dining room,36.1161559,-115.1750576,3
Jack in the Box,36.1301092,-115.1102267,3
Wienerschnitzel,36.152902,-115.243109,3
Robertos Taco Shop,36.05597308,-115.2812173,3
PT's,36.2760519,-115.1204204,3
Subway,36.21783191,-115.2405831,3
Smashburger,36.1161559,-115.1750576,3
Spice Market Buffet,36.11025031,-115.1716661,3
Viola's Tavern,36.10750643,-115.2256396,3
Pizzeria Da Enzo,36.1226902,-115.1701939,3
Jack In the Box,36.0867005,-115.243293,3
Pampas Churrascaria Brazilian Grille,36.1107901,-115.1714113,3
Hibachi Grill & Supreme Buffet,36.16741865,-115.063732,3
Panda Express,36.2642283,-115.2562576,3
Nathan's Famous Hot Dogs,36.124423,-115.146372,3
Chow King,36.1182191,-115.1357269,3
Panda Express,36.1035296,-115.1723424,3
Ping Pong Thai Restaurant,36.1316722,-115.1642599,3
The Daddy's Pizza,36.13925157,-115.0668884,3
Fatburger,36.2498922,-115.2441383,3
PT's,36.0764517,-115.2087831,3
Cook On Wok,36.21880685,-115.2761799,3
Del Taco,36.1438685,-115.222688,3
L&L Hawaiian Barbecue,36.0553574,-115.2414974,3
Chili's,36.1585019,-115.2930438,3
L & L Hawaiian Barbecue,36.13949754,-115.0658214,3
Port of Subs,36.159591,-115.3194725,3
Jenni Pho,36.0455949,-115.2435889,3
PT's,36.2617517,-115.1528506,3
Red Shrimp Company,36.1153524,-115.224559,3
Toby Keith's I Love This Bar & Grill,36.11899784,-115.1703831,3
Le Village Buffet,36.11284212,-115.1705693,3
Jimmy John's,36.00683622,-115.1160191,3
Mob City Pizza,36.1075559,-115.2257416,3
Chili's,36.1065515,-115.1721097,3
Applebee's Neighborhood Grill & Bar,36.1683127,-115.0616545,3
Wingzza Boca Park,36.16046958,-115.289889,3
Chicken Connection,36.1272241,-115.1715512,3
Jack in the Box,36.2758609,-115.2879145,3
KG BBQ,36.125908,-115.197904,3
Chronic Tacos,36.114539,-115.195684,3
Blizz,36.10389158,-115.1693195,3
Buck's Tavern,36.18177659,-115.0618659,3
Chengdu Laozao Hot Pot,36.1260788,-115.2198304,3
Kristofer's Steak House,36.1354133,-115.1600836,3
International Eatery,36.170055,-115.140844,3
Roberto's Taco Shop,36.12814257,-115.3145723,3
D Grill,36.16959416,-115.1428746,3
Jack in the Box,36.1139098,-115.2795593,3
Robertos Taco Shop,36.21869717,-115.3139333,3
Chipotle Mexican Grill,36.0636453,-115.2520481,3
Jade Cafe,36.12761244,-115.1983187,3
Jack in the Box,36.074447,-115.173368,3
Public House,36.09541517,-115.1749703,3
Bombay Indian Cuisine,36.1314849,-115.1644624,3
PT's,36.1561804,-115.2061979,3
Naked City Pizza Express,36.0213215,-115.2443571,3
Subway,36.1156019,-115.0952083,3
Charlie's Market Buffet,36.1634312,-115.2072287,3
Cicis,36.09867707,-115.1186782,3
McDonald's,36.061723,-115.24188,3
Roberto's Taco Shop,35.999183,-115.204305,3
Famous Dave's Barbeque - Las Vegas,36.194458,-115.2430691,3
Subway,36.1027192,-115.2019841,3
Hazel M Wilson Dining Commons,36.104581,-115.140343,3
Denny's,36.2384851,-115.248178,3
Kapuso Kapamilya,36.1267512,-115.1977733,3
Jack In the Box,36.152386,-115.153614,3
Sonic Drive-In,36.099863,-115.061928,3
Outback Steakhouse,36.1945472,-115.2416916,3
Taqueria El Paisano,36.129543,-115.2074652,3
Grand Café,36.1337103,-115.0850568,3
Nunzio's Pizza,36.175,-115.136389,3
China One,36.28967613,-115.285824,3
J & J Szechuan Cuisine川味坊,36.1262439,-115.2192607,3
BBQ King,36.1259475,-115.2188254,3
El Pollo Loco,36.059041,-115.118746,3
BJ's Restaurant & Brewhouse,36.269812,-115.261465,3
Pepe's Tacos,36.2026153,-115.2429108,3
Pupuseria Cabanas,36.1426537,-115.1187755,3
Dairy Queen,36.04272809,-115.1508933,3
Port of Subs,36.2168697,-115.2445979,3
Great Wraps,36.127032,-115.168361,3
Barcelona Restaurant,36.2400638,-115.0626441,3
Subway,36.26434433,-115.2579025,3
Lee's Sandwiches,36.12602715,-115.1929697,3
Nathan's Famous,36.114375,-115.19581,3
Heidi's Brooklyn Deli,36.0651377,-115.1190699,3
Cadillac To Go,36.17030844,-115.1458076,3
Chipotle Mexican Grill,36.03978127,-115.1909016,3
Sonic Drive-In,36.2398981,-115.116839,3
Tea Station,36.125964,-115.1976,3
Rock n Roll Sushi,36.1316722,-115.1642599,3
Coronado Cafe,36.01163429,-115.1758912,3
On The Border Mexican Grill & Cantina,36.2645991,-115.2564117,3
Sonic,36.2187196,-115.2568106,3
Binion's Gambling Hall,36.171235,-115.144061,3
Burger King,36.1841691,-115.3090811,3
Del Taco,36.30259006,-115.284756,3
Longhorn Hotel & Casino,36.1073052,-115.0593911,3
